group,id,title_ru,size,directions,images,method,priority,prompt_en,note
icons,icon_milk,Молоко,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Milk (ingredient), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_egg,Яйцо,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Egg (egg), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_compost,Водорослевый компост,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Seaweed compost (fertilizer), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_kelp_ash,Зола водорослей,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Kelp ash (fertilizer), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_manure,Навоз,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Manure (fertilizer), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_guano_fertilizer,Удобрение-гуано,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Guano fertilizer (fertilizer), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_helga_fertilizer,Удобрение Хельги,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Helga's fertilizer (fertilizer), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_red_kelp,Красные водоросли,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Red seaweed (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_scallop_shell,Раковина гребешка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Scallop shell (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_sea_glass,Морское стекло,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Sea glass (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cork_float,Пробковый поплавок,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Cork float (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_pumice,Пемза,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Pumice (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_trash,Мусор,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Rubbish (trash), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_amber,Янтарь,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Amber (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_morel,Сморчок,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Morel (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_wild_garlic,Черемша,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Wild garlic (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_sorrel,Щавель,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Sorrel (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_armeria,Армерия,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Sea thrift (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cottongrass,Пушица,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Cottongrass (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_blueberry,Черника,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Blueberry (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cloudberry,Морошка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Cloudberry (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_heather,Вереск,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Heather (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_birch_bolete,Подберёзовик,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Birch bolete (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_beach_pea,Морской горошек,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Beach pea (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_lingonberry,Брусника,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Lingonberry (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cranberry,Клюква,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Cranberry (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_rosehip,Шиповник,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Rosehip (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_chanterelle,Лисичка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Chanterelle (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fly_agaric,Мухомор,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Fly agaric (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_reindeer_moss,Ягель,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Reindeer moss (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_oyster_mushroom,Вешенка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Oyster mushroom (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_ice_crystal,Ледяной кристалл,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Ice crystal (forage), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_boards,Доски,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Boards (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_heather_bouquet,Букет вереска,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Heather bouquet (gift), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_keeper_soup,Уха смотрителя,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Keeper's fish soup (food), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_drowned_stew,Похлёбка утопленника,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Drowned man's stew (food), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_barley_porridge,Ячменная каша,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Barley porridge (food), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_eggs_onion,Яичница с луком,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Fried eggs with onion (food), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_keeper_rusks,Сухари смотрителя,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Keeper's rusks (food), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_potato_flatbread,Картофельные лепёшки,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Potato flatbread (food), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_whale_oil,Ворвань,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Whale oil (fuel), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_kerosene,Керосин,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Kerosene (fuel), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_rag,Ветошь,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Rag (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_glass,Стекло,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Glass (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cargo_fishing,Ящик с рыбацкого бота,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Fishing boat crate (cargo), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cargo_merchant,Ящик торгового брига,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Merchant brig crate (cargo), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cargo_whaler,Ящик китобоя,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Whaler crate (cargo), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cargo_collier,Ящик угольщика,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Collier crate (cargo), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cargo_queen,Ящик «Королевы Кронвальда»,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Queen of Kronwald crate (cargo), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_cloth,Ткань,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Cloth (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_spices,Специи,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Spices (ingredient), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_rum,Ром,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Rum (ingredient), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_coffee,Кофе,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Coffee (ingredient), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_coal,Уголь,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Coal (fuel_misc), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_iron_scrap,Ржавое железо,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Rusty iron (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_whalebone,Китовый ус,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Whalebone (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fillet,Филе,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Fillet (fish_product), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_guts,Рыбьи потроха,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Fish guts (fish_product), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_bait,Наживка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Bait (bait), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_peat,Торф,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Peat (fuel_misc), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_spyglass,Подзорная труба Агаты,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Agatha's spyglass (tool), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_stone,Камень,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Stone (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_tool_scythe,Коса,16x16,1,1,create-1-direction-object (пакет ≤64),P1,"16x16 inventory icon: Scythe (tool), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_wooden_cross,Деревянный крест,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Wooden cross (marker), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_carved_cross,Резной крест,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Carved cross (marker), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_bog_oak,Морёный дуб,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Bog oak (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_coffin_simple,Простой гроб,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Plain coffin (coffin), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_coffin_good,Добрый гроб,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Good coffin (coffin), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_coffin_carved,Резной гроб,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Carved coffin (coffin), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_wax_candle,Восковая свеча,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Wax candle (candle), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fresh_water,Ведро пресной воды,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Bucket of fresh water (material), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_relatives_box,Ящик для родных,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Box for the family (keepsake_box), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_knife_initials_le,Нож с инициалами «Л.Э.»,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Knife marked “L.E.” (keepsake), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_tin_whistle,Жестяная дудочка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Tin whistle (keepsake), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_spice_tin,Жестянка со специями,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Spice tin (keepsake), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_mothers_socks,Вязаные носки матери,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Mother's knitted socks (clothes), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_bottle_13,Бутылка №13,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Bottle No. 13 (quest), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_pim_harmonica,Губная гармошка Пима,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Pim's harmonica (keepsake), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_saithe,Сайда,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Saithe (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_haddock,Пикша,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Haddock (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_herring,Сельдь,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Herring (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_mackerel,Скумбрия,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Mackerel (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_capelin,Мойва,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Capelin (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_flounder,Камбала,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Flounder (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_bullhead,Бычок-керчак,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Bullhead (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_lumpfish,Пинагор,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Lumpfish (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_redfish,Морской окунь,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Redfish (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
icons,icon_fish_wolffish,Зубатка,16x16,1,1,create-1-direction-object (пакет ≤64),P2,"16x16 inventory icon: Wolffish (fish), pixel art, 3/4 top-down view, cozy northern island, muted cold palette (slate sea, basalt, moss, lilac heather) with warm amber lamp light, light from top-left, 1px dark selective outline",пакетом до 64 иконок за вызов
